id,que,twi_id,retwi,fav,desc,imgurl
341,claudemonet,911866994055622657,18,0,RT @PaolaChiocchi: #ImpressioniDiSettembre 🍃 #LAutunnoAddosso 🍁🍂 #DonneInArte #ClaudeMonet https://t.co/BWbwGmnrTR,https://pbs.twimg.com/media/DKbyKRqXUAAllan.jpg
342,claudemonet,911860600459923457,18,0,RT @PaolaChiocchi: #ImpressioniDiSettembre 🍃 #LAutunnoAddosso 🍁🍂 #DonneInArte #ClaudeMonet https://t.co/BWbwGmnrTR,https://pbs.twimg.com/media/DKbyKRqXUAAllan.jpg
343,claudemonet,911851134935068672,19,0,RT @artistmonet: The Banks of the River Epte at Giverny #claudemonet #impressionism https://t.co/PWj39IYCGN,https://pbs.twimg.com/media/DKJKKSLWkAABL5Q.jpg
344,claudemonet,911820865020379136,16,0,RT @artistmonet: The Grande Creuse by the Bridge at Vervy #claudemonet #impressionism https://t.co/vaqecBBeOL,https://pbs.twimg.com/media/DKavv38W4AAgE9P.jpg
345,claudemonet,911807718003965952,40,0,RT @artistmonet: The Garden Gate at Vetheuil #claudemonet #impressionism https://t.co/domKbQmEXy,https://pbs.twimg.com/media/DKdkKveXkAAridG.jpg
346,claudemonet,911795641151639552,0,0,Kuşun öttüğü gibi resim yaparım ben. *claudemonet https://t.co/pSnra3sf72,https://pbs.twimg.com/media/DKdZQhIW4AAko2e.jpg
347,claudemonet,911703489826443269,52,0,RT @JLZamoraMoreno: Serie de la Catedral de #Rouen 🎨🎨🎨 Pintura de #ClaudeMonet  Artista Claude #Monet🎨  Fecha de creación: 1894 https://t.c…,
348,claudemonet,911702091529416704,18,0,RT @PaolaChiocchi: #ImpressioniDiSettembre 🍃 #LAutunnoAddosso 🍁🍂 #DonneInArte #ClaudeMonet https://t.co/BWbwGmnrTR,https://pbs.twimg.com/media/DKbyKRqXUAAllan.jpg
349,claudemonet,911699259170476038,35,0,"RT @artistmonet: Zaandam, Canal #impressionism #claudemonet https://t.co/tj2D35hsv1",https://pbs.twimg.com/media/DKVpq7SXUAATRob.jpg
350,claudemonet,911687034691031040,52,0,RT @JLZamoraMoreno: Serie de la Catedral de #Rouen 🎨🎨🎨 Pintura de #ClaudeMonet  Artista Claude #Monet🎨  Fecha de creación: 1894 https://t.c…,
351,claudemonet,912061850258493440,3,0,"RT @EsconditeDOrfeo: ""Impresión Sol Naciente"" #Monet #ClaudeMonet #Arte #Pintura, descubrimiento, #Impresionismo https://t.co/pCzty8bWF7 ht…",
352,claudemonet,912060818455433216,24,0,RT @artistmonet: The Boats Regatta at Argenteuil #claudemonet #impressionism https://t.co/NmxaNOGKp0,https://pbs.twimg.com/media/DKhIo44W4AA15Xj.jpg
353,claudemonet,912058896335777792,24,0,RT @artistmonet: The Boats Regatta at Argenteuil #claudemonet #impressionism https://t.co/NmxaNOGKp0,https://pbs.twimg.com/media/DKhIo44W4AA15Xj.jpg
354,claudemonet,912058794166931456,24,36,The Boats Regatta at Argenteuil #claudemonet #impressionism https://t.co/NmxaNOGKp0,https://pbs.twimg.com/media/DKhIo44W4AA15Xj.jpg
355,claudemonet,912053775996735488,26,0,RT @artistmonet: Windmills in Holland #impressionism #claudemonet https://t.co/Uo4ccTBJwB,https://pbs.twimg.com/media/DKgholDW4AAIUxj.jpg
356,claudemonet,912053452083048448,26,0,RT @artistmonet: Windmills in Holland #impressionism #claudemonet https://t.co/Uo4ccTBJwB,https://pbs.twimg.com/media/DKgholDW4AAIUxj.jpg
357,claudemonet,912053332910526464,12,0,RT @artistmonet: Snow Effect at Falaise #claudemonet #arthistory https://t.co/HWmOqXDJyJ,https://pbs.twimg.com/media/DKgsinPXoAAKUeR.jpg
358,claudemonet,912052703483826177,26,0,RT @artistmonet: Windmills in Holland #impressionism #claudemonet https://t.co/Uo4ccTBJwB,https://pbs.twimg.com/media/DKgholDW4AAIUxj.jpg
359,claudemonet,912051229961973761,18,0,"RT @artistmonet: Path under the Rose Trellises, Giverny #claudemonet #impressionism https://t.co/NKZajw1BgT",https://pbs.twimg.com/media/DKgg7vtXoAAqshi.jpg
360,claudemonet,912050971198607360,52,0,RT @JLZamoraMoreno: Serie de la Catedral de #Rouen 🎨🎨🎨 Pintura de #ClaudeMonet  Artista Claude #Monet🎨  Fecha de creación: 1894 https://t.c…,
361,claudemonet,912050320678817792,8,0,RT @artistmonet: The Japanese Bridge (The Water-Lily Pond) https://t.co/llVJ6XaNLm #wallart #claudemonet https://t.co/xEmcaPbtGF,https://pbs.twimg.com/media/DKg1g_eWAAAFEXj.jpg
362,claudemonet,912049490047176705,26,0,RT @artistmonet: Windmills in Holland #impressionism #claudemonet https://t.co/Uo4ccTBJwB,https://pbs.twimg.com/media/DKgholDW4AAIUxj.jpg
363,claudemonet,912048259912396803,18,0,RT @PaolaChiocchi: #ImpressioniDiSettembre 🍃 #LAutunnoAddosso 🍁🍂 #DonneInArte #ClaudeMonet https://t.co/BWbwGmnrTR,https://pbs.twimg.com/media/DKbyKRqXUAAllan.jpg
364,edgardegas,912976357294002176,4,4,"#EdgarDegas a disparu il y a 💯 ans aujourdhui. Pour fêter ce centenaire, on vous raconte ses meilleures histoires ! https://t.co/F1jAiWBRl8",
365,edgardegas,912972662598717441,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
366,edgardegas,912971989127745536,0,2,"100 anni fa, il #27settembre 1917, moriva #EdgarDegas l’artista francese famoso per i suoi quadri di ballerine, cav… https://t.co/mttPYHnAG8",
367,edgardegas,912969455654883329,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
368,edgardegas,912964746797862913,0,0,Edgar Degas en cinq oeuvres dart #Art #EdgarDegas  https://t.co/o0IITyiR4w,
369,edgardegas,912961852178665472,0,0,"#EdgarDegas, formidable #peintre du mouvement, meurt le 27 septembre 1917 https://t.co/24hgcvebdz via @Figaro_Histoire",
370,edgardegas,912959028614938624,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
371,edgardegas,912958877167169536,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
372,edgardegas,912957271000436738,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
373,edgardegas,912955932170227712,7,0,"RT @zanzibardy: Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi  @CasaLettor…",
374,edgardegas,912955035868389376,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
375,edgardegas,912954649346498560,7,0,"RT @zanzibardy: Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi  @CasaLettor…",
376,edgardegas,912952579096801280,6,0,RT @Archives_Figaro: Centenaire de la mort d#EdgarDegas: retrouvez notre sélection darticles #impressionnisme🖌️🖼️ via @Le_Figaro https://…,
377,edgardegas,912951943936532481,7,0,"RT @zanzibardy: Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi  @CasaLettor…",
378,edgardegas,912951340825022464,6,0,RT @Archives_Figaro: Centenaire de la mort d#EdgarDegas: retrouvez notre sélection darticles #impressionnisme🖌️🖼️ via @Le_Figaro https://…,
379,edgardegas,912950962897195008,0,0,un genio llamado #EdgarDegas I love it https://t.co/9TcuA7vXDl,
380,edgardegas,912950826229993472,7,0,"RT @zanzibardy: Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi  @CasaLettor…",
381,edgardegas,912950362528772096,7,0,"RT @zanzibardy: Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi  @CasaLettor…",
382,edgardegas,912950275765399552,0,0,"#EdgarDegas - Nude Woman Standing, Drying Herself #ArtLovers https://t.co/y6UmGnOQiX",https://pbs.twimg.com/media/DKtzbgnXoAELRpz.jpg
383,edgardegas,912949571650822145,7,22,"Larte non è ciò che vedi,  ma ciò che fai vedere agli altri.  #Tracce 🎨artistiche  #EdgarDegas   #AccaddeOggi… https://t.co/wY8CsQm0Fp",
384,edgardegas,912948497384660992,6,0,RT @Archives_Figaro: Centenaire de la mort d#EdgarDegas: retrouvez notre sélection darticles #impressionnisme🖌️🖼️ via @Le_Figaro https://…,
385,edgardegas,912947715750989824,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
386,edgardegas,912946031289143296,2,0,RT @raffaello_451: 100 anni fa moriva #EdgarDegas da #Degas #Danza #Disegno di #PaulValéry  L’oggetto più familiare diventa tutt’altro se t…,
387,edgardegas,912945497509449728,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
388,edgardegas,912945435911827457,1,0,[Ce jour-là] 27 septembre 1917 : Mort d#EdgarDegas ►https://t.co/LBP11C9quB https://t.co/FPKbE5cLEv,https://pbs.twimg.com/media/DKtvBF5W0AEp1iL.jpg
389,edgardegas,912945197335670784,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
390,edgardegas,912944867109670912,26,48,Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas… https://t.co/hHk4VDPQFk,
391,edgardegas,912944352317538304,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
392,edgardegas,912942799481339904,2,2,"#DiedOnThisDay Edgar Degas, French Impressionist Artist, 100 years ago today #EdgarDegas https://t.co/zGVfCJCuyx https://t.co/KYvJGCBRjv",https://pbs.twimg.com/media/DKtsowAWkAAoWW-.jpg
393,edgardegas,912941787500679168,6,4,Centenaire de la mort d#EdgarDegas: retrouvez notre sélection darticles #impressionnisme🖌️🖼️ via @Le_Figaro… https://t.co/56u9AVnFGd,
394,edgardegas,912941509347090432,0,0,"“Larte non è ciò che vedi, ma ciò che fai vedere agli altri.”  #EdgarDegas  muore il #27settembre 1917… https://t.co/HTBRdjtxFv",
395,edgardegas,912935928850763777,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
396,edgardegas,912935390868320256,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
397,edgardegas,912934871445651456,0,0,"Il y a 100 ans, la mort de #EdgarDegas  surtout connu pour ses tableaux sur la danse classique https://t.co/PgppQy6IeZ",
398,edgardegas,912926375274799104,2,0,RT @raffaello_451: 100 anni fa moriva #EdgarDegas da #Degas #Danza #Disegno di #PaulValéry  L’oggetto più familiare diventa tutt’altro se t…,
399,edgardegas,912925287557599233,2,3,100 anni fa moriva #EdgarDegas da #Degas #Danza #Disegno di #PaulValéry  L’oggetto più familiare diventa tutt’altro… https://t.co/weoBz29gqI,
400,edgardegas,912924897743077376,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
401,edgardegas,912924239547785216,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
402,edgardegas,912912704817516545,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
403,edgardegas,912911784327221248,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
404,edgardegas,912908198859898880,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
405,edgardegas,912905898296795136,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
406,edgardegas,912903016809992192,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
407,edgardegas,912901045176684548,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
408,edgardegas,912900229443280897,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
409,edgardegas,912899946537418752,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
410,edgardegas,912895926716522501,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
411,edgardegas,912893303300993024,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
412,edgardegas,912893122778161153,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
413,edgardegas,912892968998195200,28,0,"RT @Antonio79B: Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 cm, museo…",
414,edgardegas,912892760620961792,28,75,"Oggi nel 1917 moriva il pittore e scultore #EdgarDegas.  Lorchestra dellOpéra, 1868 c.a., olio su tela, 56,5×46 c… https://t.co/vX7SW8Gzk5",
415,edgardegas,912891172355559424,1,0,Russian Dancers by Edgar Degas https://t.co/tKDVZQ74k1 #themet #edgardegas https://t.co/Ena9U99tyJ,https://pbs.twimg.com/media/DKs9rqJWsAAnmv7.jpg
416,edgardegas,912801509724889088,1,1,"#EdgarDegas formó parte de la corriente #impresionista y una de sus pinturas más famosas es ""Ensayo de ballet"".… https://t.co/Gt6MZQj4vA",
417,edgardegas,912672525447860224,1,0,"RT @Sun_Valley_Farm: #Art is not what you see, but what you make others see. - #EdgarDegas  #quote #inspiration #RT https://t.co/sI8NGh2JUx",https://pbs.twimg.com/media/DKpzHPuW4AAoq8n.jpg
418,edgardegas,912668446369951745,1,1,"#Art is not what you see, but what you make others see. - #EdgarDegas  #quote #inspiration #RT https://t.co/sI8NGh2JUx",https://pbs.twimg.com/media/DKpzHPuW4AAoq8n.jpg
419,edgardegas,912631719101997062,0,0,"@ArtPaintings_  The Great Memory of #EdgarDegas (1834 - 1917), passed away 100 years ago. https://t.co/oQpxucJMse",https://pbs.twimg.com/media/DKpRtdRVAAEM7Jm.jpg
420,edgardegas,912420055606022144,1,0,RT @spezaga: Os rayos X revelan os materiais de tres esculturas de #EdgarDegas https://t.co/CJsb07nQTm vía @20m,
421,edgardegas,912349520989634560,1,0,RT @guggenheimbot: Dancers in Green and Yellow by Edgar Degas https://t.co/XJ0yDj5Swa #edgardegas #guggenheim https://t.co/aGkziq5j4N,https://pbs.twimg.com/media/DKlDLANUIAI4fYh.jpg
422,edgardegas,912346434275438592,3,0,RT @TFFLA1: We ❤ #Art Our #charity #auction is on 21/9 Come along! https://t.co/CfQuZ8J8jB #artevent #artquote #edgardegas https://t.co/hSg…,
423,edgardegas,912346365740453888,3,0,RT @TFFLA1: We ❤ #Art Our #charity #auction is on 21/9 Come along! https://t.co/CfQuZ8J8jB #artevent #artquote #edgardegas https://t.co/hSg…,
424,edgardegas,912346112324984832,3,0,RT @TFFLA1: We ❤ #Art Our #charity #auction is on 21/9 Come along! https://t.co/CfQuZ8J8jB #artevent #artquote #edgardegas https://t.co/hSg…,
425,edgardegas,912334257770577921,1,6,Dancers in Green and Yellow by Edgar Degas https://t.co/XJ0yDj5Swa #edgardegas #guggenheim https://t.co/aGkziq5j4N,https://pbs.twimg.com/media/DKlDLANUIAI4fYh.jpg
426,edgardegas,912321619493883904,1,0,Os rayos X revelan os materiais de tres esculturas de #EdgarDegas https://t.co/CJsb07nQTm vía @20m,
427,edgardegas,912137679894122496,0,0,"#Art is not what you see, but what you make others see. - #EdgarDegas  #quote #inspiration #RT https://t.co/iqUZdjBXjo",https://pbs.twimg.com/media/DKiQYkkW4AcsZmW.jpg
428,edgardegas,912043833470447617,0,4,"#Art is not what you see, but what you make others see. - #EdgarDegas  #quote #inspiration #RT https://t.co/ZENKNWX1iu",https://pbs.twimg.com/media/DKg7CErW0AAPehd.jpg
429,edgardegas,911988235525672960,8,0,"RT @BellasArtesAR: A las 15, #VivíFrancia en el Museo con una visita guiada que hace foco en las obras de #EdgarDegas que integran la colec…",
430,edgardegas,911974608366170113,0,1,A reminder of those gorgeous orgies of colour by #edgardegas @NationalGallery #drawnincolour show… https://t.co/kfYTVToJSt,
431,edgardegas,911957172690579456,1,0,"RT @EsconditeDOrfeo: #Citas de #CharlieChaplin #Chaplin, #EdgarDegas #Degas y #PabloPicasso #Picasso. #Blog de #Arte #ElEsconditeDeOrfeo ht…",
432,edgardegas,911876207213498369,0,0,"#Art is not what you see, but what you make others see. - #EdgarDegas  #quote #inspiration #RT https://t.co/okKzsxOWS3",https://pbs.twimg.com/media/DKeik6xXoAUkuNS.jpg
433,edgardegas,912984670765244421,18,0,RT @SkyArteHD: Il #27settembre 1917 si spegneva il pittore francese #EdgarDegas. https://t.co/fVZp6bknON,https://pbs.twimg.com/tweet_video_thumb/DKpMfA1XcAAoXPf.jpg
434,edgardegas,912983907666092032,18,36,Il #27settembre 1917 si spegneva il pittore francese #EdgarDegas. https://t.co/fVZp6bknON,https://pbs.twimg.com/tweet_video_thumb/DKpMfA1XcAAoXPf.jpg
435,edgardegas,912981067421880320,0,2,A cien años del fallecimiento de #EdgarDegas  27 de septiembre de 1917. https://t.co/R312N2bO5D,https://pbs.twimg.com/media/DKuPaKcUMAATtRq.jpg
436,edgardegas,912981025952813057,2,0,"RT @arteneaUCM: #TalDiaComoHoy en 1917 fallecía una figura fundamental para el Impresionismo y el Arte Contemporáneo, el pintor y escultor…",
437,edgardegas,912980442894045184,2,3,"#TalDiaComoHoy en 1917 fallecía una figura fundamental para el Impresionismo y el Arte Contemporáneo, el pintor y e… https://t.co/z0ubBuFQQB",
438,edgardegas,912979789706878976,4,0,"RT @Artips_fr: #EdgarDegas a disparu il y a 💯 ans aujourdhui. Pour fêter ce centenaire, on vous raconte ses meilleures histoires ! https:/…",
439,edgardegas,912978773171167232,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
440,edgardegas,912977967164379137,4,0,RT @Libreriamo: #EdgarDegas e il tema della #danza classica https://t.co/WIJb8OBpaN https://t.co/OLN5VVDbFU,https://pbs.twimg.com/media/DKuLhnUX0AMLNSu.jpg
441,edgardegas,912977607527993344,4,0,"RT @Artips_fr: #EdgarDegas a disparu il y a 💯 ans aujourdhui. Pour fêter ce centenaire, on vous raconte ses meilleures histoires ! https:/…",
442,edgardegas,912977018123427840,26,0,RT @staedelmuseum: Save the last dance for Degas! #Onthisday vor 100 Jahren starb der französische Maler #EdgarDegas https://t.co/4eupNYqd2…,
443,edgardegas,912976874778873856,4,0,"RT @Artips_fr: #EdgarDegas a disparu il y a 💯 ans aujourdhui. Pour fêter ce centenaire, on vous raconte ses meilleures histoires ! https:/…",
444,edgardegas,912976834156990464,4,0,RT @Libreriamo: #EdgarDegas e il tema della #danza classica https://t.co/WIJb8OBpaN https://t.co/OLN5VVDbFU,https://pbs.twimg.com/media/DKuLhnUX0AMLNSu.jpg
445,edgardegas,912976764862857216,4,12,#EdgarDegas e il tema della #danza classica https://t.co/WIJb8OBpaN https://t.co/OLN5VVDbFU,https://pbs.twimg.com/media/DKuLhnUX0AMLNSu.jpg
446,edwardburnejones,914385844907147264,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
447,edwardburnejones,913941760560254976,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
448,edwardburnejones,913922615609262080,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
449,edwardburnejones,913876205463654400,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
450,edwardburnejones,913848317393690626,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
451,edwardburnejones,913841893607342080,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
452,edwardburnejones,913841128973185025,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
453,edwardburnejones,913818979638108161,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
454,edwardburnejones,913815167477133312,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
455,edwardburnejones,913814465619152896,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
456,edwardburnejones,913814344923799555,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
457,edwardburnejones,913813618461958144,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
458,edwardburnejones,913812197997993989,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
459,edwardburnejones,913811723039145984,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
460,edwardburnejones,913810932815495169,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
461,edwardburnejones,913810717106679808,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
462,edwardburnejones,913808848020008961,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
463,edwardburnejones,913780766605266945,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
464,edwardburnejones,913773964975050757,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
465,edwardburnejones,913760367108657158,1,0,RT @Onioki: Flight into Egypt. Edward Burne Jones. Saint Michael And All Angels. #Brighton #EdwardBurneJones #StainedGlass https://t.co/8…,
466,edwardburnejones,913746161613275136,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
467,edwardburnejones,913739915741065217,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
468,edwardburnejones,913716757050937344,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
469,edwardburnejones,913716671994572800,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
470,edwardburnejones,913715478232571904,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
471,edwardburnejones,913687472877576192,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
472,edwardburnejones,913680898050056192,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
473,edwardburnejones,913674395134111746,31,0,RT @ArtGuideAlex: Saint Michael for #Michaelmas #EdwardBurneJones #WilliamMorris #StainedGlass https://t.co/6pJsX7mW8U,https://pbs.twimg.com/media/DK34wsvXUAAzIlR.jpg
