id,que,twi_id,retwi,fav,desc,imgurl
1,alexejvonjawlensky,912649296587186177,0,1,#AlexejvonJawlensky 1884-1941 https://t.co/gC1osMz1c2 via @miedavid #painters #artists #art #painting,
2,amedeomodigliani,914983484443250688,0,0,"Portrait of #MoïseKisling, oil on canvas, 1915 by #AmedeoModigliani (1884-1920). https://t.co/SRr2Evfo4b",https://pbs.twimg.com/media/DLKsmlhW4AASSgy.jpg
3,amedeomodigliani,914603677423476736,2,0,RT @fannymanty: https://t.co/4qoPSP1L4o #Icoloridellanima #Modi  #AmedeoModigliani 💋❤ https://t.co/ss8LqVmClS,https://pbs.twimg.com/media/DGE_brfXUAAcCzx.jpg
4,amedeomodigliani,914603146688819200,2,0,RT @fannymanty: https://t.co/4qoPSP1L4o #Icoloridellanima #Modi  #AmedeoModigliani 💋❤ https://t.co/ss8LqVmClS,https://pbs.twimg.com/media/DGE_brfXUAAcCzx.jpg
5,amedeomodigliani,914545384898392065,0,0,Standing Nude by Amedeo Modigliani https://t.co/QWhPsiOByo #amedeomodigliani #metmuseum https://t.co/dsom2jyeH1,https://pbs.twimg.com/media/DLEeLhKXcAAvCQ-.jpg
6,amedeomodigliani,913697386526109696,0,0,Girl in a Sailors Blouse by Amedeo Modigliani https://t.co/VZL7sh7Rd3 #amedeomodigliani #metmuseum https://t.co/uPpthjTl4V,https://pbs.twimg.com/media/DK4a7hFWAAAfrHP.jpg
7,amedeomodigliani,913642226630234113,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
8,amedeomodigliani,913612475752382464,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
9,amedeomodigliani,913445684711485440,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
10,amedeomodigliani,913324891516137472,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
11,amedeomodigliani,913156212258197505,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
12,amedeomodigliani,913115322164678657,6,0,RT @andreacollina: #AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
13,amedeomodigliani,913111858403581957,6,20,#AmedeoModigliani #Livorno La felicità è un Angelo dal volto Serio. https://t.co/C90N6DnQdR,https://pbs.twimg.com/media/DKwGZKuWsAAafTV.jpg
14,amedeomodigliani,913062610098167809,0,0,Italian modern art... Amedeo Modigliani #amedeomodigliani https://t.co/Pfe8BdhtPW https://t.co/eZPCTajqxc,
15,amedeomodigliani,912273583463976960,0,0,RT anijolix: #Arte  #AmedeoModigliani • 1884.1920 https://t.co/Ycw2UamNwE,
16,amedeomodigliani,911795094918799360,0,1,"Heres Nu couché, #AmedeoModigliani s famous/infamous reclining nude painting in irregular pixelation exercise... https://t.co/e9qdIJcokR",https://pbs.twimg.com/media/DKdYTIqVwAAWTT5.jpg
17,armandguillaumin,912690890338127874,0,1,https://t.co/nqOiorPTty  #ArmandGuillaumin #art #artist 🎨🎨,
18,armandguillaumin,911978264754888706,2,0,RT @Waleed1559: #ArmandGuillaumin https://t.co/VVBTqIgCdX,https://pbs.twimg.com/media/DKf7X5uWAAA1QJk.jpg
19,armandguillaumin,911974067296772097,2,0,RT @Waleed1559: #ArmandGuillaumin https://t.co/VVBTqIgCdX,https://pbs.twimg.com/media/DKf7X5uWAAA1QJk.jpg
20,armandguillaumin,911973847733239810,2,4,#ArmandGuillaumin https://t.co/VVBTqIgCdX,https://pbs.twimg.com/media/DKf7X5uWAAA1QJk.jpg
21,aubreybeardsley,914800474095833088,3,0,RT @ArtGuideAlex: Feast of the Guardian Angels #AubreyBeardsley #Angels https://t.co/FgPle5JRKo,https://pbs.twimg.com/media/DLHsk89XUAA9Bo_.jpg
22,aubreybeardsley,914790817038049280,3,0,RT @ArtGuideAlex: Feast of the Guardian Angels #AubreyBeardsley #Angels https://t.co/FgPle5JRKo,https://pbs.twimg.com/media/DLHsk89XUAA9Bo_.jpg
23,aubreybeardsley,914773116076871680,3,0,RT @ArtGuideAlex: Feast of the Guardian Angels #AubreyBeardsley #Angels https://t.co/FgPle5JRKo,https://pbs.twimg.com/media/DLHsk89XUAA9Bo_.jpg
24,aubreybeardsley,914772327354785792,3,11,Feast of the Guardian Angels #AubreyBeardsley #Angels https://t.co/FgPle5JRKo,https://pbs.twimg.com/media/DLHsk89XUAA9Bo_.jpg
25,aubreybeardsley,914079792298958848,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
26,aubreybeardsley,913912155312934917,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
27,aubreybeardsley,913775869260419072,5,0,RT @LilyaBrik_1917: In 1873 Oscar Wilde commissioned #AubreyBeardsley to illustrate his play #Salome - the 21yo artist did well. #1917CROWD…,
28,aubreybeardsley,913730882132836352,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
29,aubreybeardsley,913711165292924928,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
30,aubreybeardsley,913693920944705536,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
31,aubreybeardsley,913678746170875904,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
32,aubreybeardsley,913664122415452160,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
33,aubreybeardsley,913664056103440384,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
34,aubreybeardsley,913662727427682306,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
35,aubreybeardsley,913656268941856768,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
36,aubreybeardsley,913644002074820608,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
37,aubreybeardsley,913571169990668288,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
38,aubreybeardsley,913561510915407873,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
39,aubreybeardsley,913540819784577024,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
40,aubreybeardsley,913540724402065408,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
41,aubreybeardsley,913528170804137984,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
42,aubreybeardsley,913512992104439808,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
43,aubreybeardsley,913500589291704320,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
44,aubreybeardsley,913496043605635073,0,2,"@britishlibrary Also, #AubreyBeardsley... What an artist.",
45,aubreybeardsley,913483615178252288,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
46,aubreybeardsley,913477634805334016,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
47,aubreybeardsley,913476732950265856,1,0,"RT @tiquetaki: Herodes: Baila por mí, Salomé, y todo lo que me pidieres, te lo daré. Wilde  #AubreyBeardsley  Ilustración de ""Salomé"". http…",
48,aubreybeardsley,913476663148609536,22,0,"RT @studiotstella: ""Le Morte dArthur"" illustrations by #AubreyBeardsley @WrongReel WR306 - Part II: https://t.co/xZi16k5MRo @colebrax http…",
49,aubreybeardsley,913476550124756992,5,0,"RT @DirkPuehl: Aubrey Beardsley (1872 - 1898) ""The Fall of the House of Usher"" (1892) https://t.co/7ETQLkianx #aubreybeardsley #… https://t…",
50,aubreybeardsley,913476526800117760,8,0,"RT @DirkPuehl: Aubrey Beardsley (1872 - 1898) ""Morte DArthur"" (1894) https://t.co/7ETQLkianx #aubreybeardsley #art #painting #a… https://t…",
51,aubreybeardsley,913476500917227520,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
52,aubreybeardsley,913476446777221120,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
53,aubreybeardsley,913476342032691200,2,0,"RT @LauraKatherinex: Happy Birthday #AubreyBeardsley (1872–98) His ink drawings influenced by Japanese woodcuts emphasised the grotesque, d…",
54,aubreybeardsley,913476324575948800,4,0,"RT @jollytunes: #birthdayart #aubreybeardsley Beardsleys illustrations for Oscar Wildes ""Salome"", 1893-1894. https://t.co/fNmsv8w3Mr",https://pbs.twimg.com/media/DHvcbIKXkAELoy7.jpg
55,aubreybeardsley,913476297648611328,2,0,"RT @TheMuseumOfSoho: ""No #Language Is Rude That Can Boast Polite #Writers"" #AubreyBeardsley #Illustrator Born #OTD 21 Aug 1872.  Salomé: ht…",
56,aubreybeardsley,913476267344674816,2,0,RT @hotelalphabet: One person inspired by born #otd #AubreyBeardsley : writer William #Faulkner  See his Jazz Age drawings @brainpicker htt…,
57,aubreybeardsley,913476252945846272,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
58,aubreybeardsley,913476246910115840,3,0,RT @JeffreyGuterman: Aubrey Beardsley was born on this date August 21 in 1872. #artist #ArtNouveau #SgtPepper #AubreyBeardsley https://t.co…,
59,aubreybeardsley,913476176080859136,1,0,RT @Noir_Sammy: #aubreybeardsley https://t.co/wTAQDfe8lt,https://pbs.twimg.com/media/DHwpnQZVYAAg3TU.jpg
60,aubreybeardsley,913476134796496896,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
61,aubreybeardsley,913475873046532096,5,0,RT @LilyaBrik_1917: In 1873 Oscar Wilde commissioned #AubreyBeardsley to illustrate his play #Salome - the 21yo artist did well. #1917CROWD…,
62,aubreybeardsley,913475845993271296,3,0,RT @soy_bubu: ¡Qué final! https://t.co/uXKNE0IOU8 Las ilustraciones de #AubreyBeardsley nos cuentan muchas cosas más ;-) #OscarWilde #Salom…,
63,aubreybeardsley,913475798106906624,1,0,RT @BillMarx: .@theartsfuse The Arts on Stamps of the World — August 21 https://t.co/QUWPzbTXff #arts #stamps #aubreybeardsley #WilliamJame…,
64,aubreybeardsley,913475719027556352,1,0,RT @adelebing: And in other news ... . Today is the birth date of #aubreybeardsley who I was obsessed with as a… https://t.co/6jr68YN1hT,
65,aubreybeardsley,913475671061520384,1,0,RT @PaganWineBarSTL: New Pagan drinks menu set for release this evening. Inspired by #aubreybeardsley The spirits are calling… https://t.co…,
66,aubreybeardsley,913475639939760128,4,0,"RT @MUSpecColl: This is one of the ""ordinary"" copies of this edition designed by #AubreyBeardsley. https://t.co/dbxpMHACKi #publishersbindi…",
67,aubreybeardsley,913475587942916096,2,0,RT @TurnerColours: @marcturL2P24 #aubreybeardsley #copy in #penandink to commemorate his #artistbirthday  21st August https://t.co/qwQg8x4D…,
68,aubreybeardsley,913475544200617985,23,0,RT @ArtGuideAlex: The Story of Venus &amp; Tannhauser 1907 #AubreyBeardsley #FolkloreThursday https://t.co/afBI0ErtWM,https://pbs.twimg.com/media/DJG0o3PW4AAX2FH.jpg
69,aubreybeardsley,913475510511976454,1,0,RT @PIEEnglish1: The list of #artists #KayNielsen #AubreyBeardsley #JohnAusten #williamandrewpogany #WilliamAndrew #LeonCarré #VirginiaFran…,
70,aubreybeardsley,913475481638387717,1,0,RT @DrPnygard: Birthday today of English illustrator and author. #AubreyBeardsley-born in Brighton (1872-1898).  An innovative genius gone…,
71,aubreybeardsley,913475449107316736,2,0,RT @piter2love: ＃AubreyBeardsley https://t.co/Khb1IooKm0,https://pbs.twimg.com/media/DH_uM4mUwAA6UuJ.jpg
72,aubreybeardsley,913475397064343552,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
73,aubreybeardsley,913474376334442496,0,0,Magical illustrations #AubreyBeardsley #OperaPassion https://t.co/nPi6ogadFj,
74,aubreybeardsley,913472269577523200,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
75,aubreybeardsley,913471281206611971,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
76,aubreybeardsley,913470398733225984,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
77,aubreybeardsley,913468843774881792,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
78,aubreybeardsley,913468830302777349,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
79,aubreybeardsley,913468425644724225,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
80,aubreybeardsley,913468095045529600,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
81,aubreybeardsley,913467947972218880,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
82,aubreybeardsley,913467327571734528,39,0,"RT @V_and_A: Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X  #BannedBooksWeek http…",
83,aubreybeardsley,913467190225055744,39,117,"Enjoy #AubreyBeardsleys Salomé illustrations in #OperaPassion, opening on Sat: https://t.co/rhWtPVUy4X… https://t.co/wzf49n7gCr",
84,aubreybeardsley,913167643418464256,0,0,Rohase Piercys Blog - #AubreyBeardsley - #Brighton Boy - #Goodreads https://t.co/GYwwRizhw8,
85,aubreybeardsley,912675246087507974,1,4,New Pagan drinks menu set for release this evening. Inspired by #aubreybeardsley The spirits are calling… https://t.co/vdoAZLEwko,https://pbs.twimg.com/media/DKp4uTlVAAAF0o5.jpg
86,aubreybeardsley,912396334245847040,0,0,Rohase Piercys Blog - #AubreyBeardsley - #Brighton Boy  #Goodreads https://t.co/dqfH0CtNLN,
87,aubreybeardsley,912245328090411009,0,0,Rohase Piercys Blog - #AubreyBeardsley - #Brighton Boy - Goodreads https://t.co/ttEXptNVJ0,
88,aubreybeardsley,912033933054873600,0,0,Rohase Piercys Blog - #AubreyBeardsley - #Brighton Boy  #Goodreads https://t.co/C20JJbVbse,
89,aubreybeardsley,911882932058574848,0,0,Rohase Piercys Blog - #AubreyBeardsley - #Brighton Boy  #Goodreads https://t.co/VTz4wuH9mr,
90,augustmacke,915028285591089153,2,0,RT @mackeaugust: Franz Marc and Maria in the studio #augustmacke #expressionism https://t.co/rCa0S0jx9A,https://pbs.twimg.com/media/DLKja9uWAAQQXH9.jpg
91,augustmacke,915008401612181504,2,0,RT @mackeaugust: Franz Marc and Maria in the studio #augustmacke #expressionism https://t.co/rCa0S0jx9A,https://pbs.twimg.com/media/DLKja9uWAAQQXH9.jpg
92,augustmacke,914973360173527041,2,4,Franz Marc and Maria in the studio #augustmacke #expressionism https://t.co/rCa0S0jx9A,https://pbs.twimg.com/media/DLKja9uWAAQQXH9.jpg
93,augustmacke,914925319341117441,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
94,augustmacke,914916723735789568,0,2,Bathing girls with town in the backgraund #orphism #augustmacke https://t.co/yqJJuJBiDY,https://pbs.twimg.com/media/DLJv6SeXoAAbe_h.jpg
95,augustmacke,914855872689516544,7,0,RT @mackeaugust: St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
96,augustmacke,914739122543226880,1,3,Portrait of the artists wife with a hat #augustmacke #macke https://t.co/IogZHRIo0F,https://pbs.twimg.com/media/DLHOYhQWsAA36pi.jpg
97,augustmacke,914721913880154112,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
98,augustmacke,914721628742971392,8,0,RT @mackeaugust: Woman Sewing #fineart #augustmacke https://t.co/7qgm7OFofP,https://pbs.twimg.com/media/DKmvgKRW0AAERaJ.jpg
99,augustmacke,914701662622593024,8,0,RT @mackeaugust: Woman Sewing #fineart #augustmacke https://t.co/7qgm7OFofP,https://pbs.twimg.com/media/DKmvgKRW0AAERaJ.jpg
100,augustmacke,914677615453245440,8,0,RT @mackeaugust: Woman Sewing #fineart #augustmacke https://t.co/7qgm7OFofP,https://pbs.twimg.com/media/DKmvgKRW0AAERaJ.jpg
101,augustmacke,914676781348741120,7,0,RT @mackeaugust: St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
102,augustmacke,914676639484792832,8,0,RT @mackeaugust: Woman Sewing #fineart #augustmacke https://t.co/7qgm7OFofP,https://pbs.twimg.com/media/DKmvgKRW0AAERaJ.jpg
103,augustmacke,914666666386182144,6,0,RT @mackeaugust: Anglers on the Rhine #fineart #augustmacke https://t.co/5Uh5Mt7qF6,https://pbs.twimg.com/media/DKSxUEBX0AEX6Jz.jpg
104,augustmacke,914592155326455808,7,0,RT @mackeaugust: St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
105,augustmacke,914580920044326915,7,0,RT @mackeaugust: St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
106,augustmacke,914563164225843201,7,0,RT @mackeaugust: St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
107,augustmacke,914558269515026435,7,16,St. Germain near Tunis #macke #augustmacke https://t.co/xPdu1SyLXo,https://pbs.twimg.com/media/DLEp5etX0AE8M1m.jpg
108,augustmacke,914541395985215488,0,0,Bathing girls with town in the backgraund https://t.co/n6FDcSAyqI #amazon #augustmacke https://t.co/y3Rp2GPyNp,https://pbs.twimg.com/media/DLEajU-W0AA-iJr.jpg
109,augustmacke,914493951268327424,4,0,RT @mackeaugust: People at the blue lake #augustmacke #macke https://t.co/99e6P099Vo,https://pbs.twimg.com/media/DLAC1GQXUAECO0g.jpg
110,augustmacke,914425391837859840,6,0,RT @mackeaugust: A Glance Down an Alley #fineart #augustmacke https://t.co/JE8SqteP17,https://pbs.twimg.com/media/DK09NOjXUAEsEL1.jpg
111,augustmacke,914342298477109249,1,5,Tightrope walker #expressionism #augustmacke https://t.co/fmMX4Cvh4K,https://pbs.twimg.com/media/DLBleXBXcAA81Ts.jpg
112,augustmacke,914298660778921984,4,0,RT @mackeaugust: People at the blue lake #augustmacke #macke https://t.co/99e6P099Vo,https://pbs.twimg.com/media/DLAC1GQXUAECO0g.jpg
113,augustmacke,914255986759802880,3,0,RT @mackeaugust: Zoological Garden I #orphism #augustmacke https://t.co/zkgEXJHCl7,https://pbs.twimg.com/media/DK8qc1UWsAAZ7Sn.jpg
114,augustmacke,914255941746544641,4,0,RT @mackeaugust: People at the blue lake #augustmacke #macke https://t.co/99e6P099Vo,https://pbs.twimg.com/media/DLAC1GQXUAECO0g.jpg
115,augustmacke,914235216910221312,4,0,RT @mackeaugust: People at the blue lake #augustmacke #macke https://t.co/99e6P099Vo,https://pbs.twimg.com/media/DLAC1GQXUAECO0g.jpg
116,augustmacke,914233837974179840,4,5,People at the blue lake #augustmacke #macke https://t.co/99e6P099Vo,https://pbs.twimg.com/media/DLAC1GQXUAECO0g.jpg
117,augustmacke,914221503054585856,3,0,RT @mackeaugust: Zoological Garden I #orphism #augustmacke https://t.co/zkgEXJHCl7,https://pbs.twimg.com/media/DK8qc1UWsAAZ7Sn.jpg
118,augustmacke,914155216274120708,3,0,"RT @mackeaugust: The Blue Rider in the Lenbachhaus, Munich Masterpieces https://t.co/C15oDYEHnc #augustmacke #amazon",
119,augustmacke,914154820101185536,3,0,RT @mackeaugust: Zoological Garden I #orphism #augustmacke https://t.co/zkgEXJHCl7,https://pbs.twimg.com/media/DK8qc1UWsAAZ7Sn.jpg
120,augustmacke,914150162552909824,1,0,RT @artistklee: August Macke @mackeaugust #followart #augustmacke https://t.co/jp58r2lw9a,https://pbs.twimg.com/media/DK-1YqLVAAEdY40.jpg
121,augustmacke,914148699999227904,1,0,August Macke @mackeaugust #followart #augustmacke https://t.co/jp58r2lw9a,https://pbs.twimg.com/media/DK-1YqLVAAEdY40.jpg
122,augustmacke,914048377872031744,3,0,RT @mackeaugust: Picnic on the beach #augustmacke #fineart https://t.co/AREzVs3mGp,https://pbs.twimg.com/media/DKlEH_JW4AAkQOf.jpg
123,augustmacke,914044105008779265,3,0,RT @mackeaugust: Picnic on the beach #augustmacke #fineart https://t.co/AREzVs3mGp,https://pbs.twimg.com/media/DKlEH_JW4AAkQOf.jpg
124,augustmacke,914029543488462848,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
125,augustmacke,914016539749339136,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
126,augustmacke,914010727169609728,6,0,RT @mackeaugust: A Glance Down an Alley #fineart #augustmacke https://t.co/JE8SqteP17,https://pbs.twimg.com/media/DK09NOjXUAEsEL1.jpg
127,augustmacke,914008525520752640,6,0,RT @mackeaugust: A Glance Down an Alley #fineart #augustmacke https://t.co/JE8SqteP17,https://pbs.twimg.com/media/DK09NOjXUAEsEL1.jpg
128,augustmacke,913996279881125888,3,0,RT @mackeaugust: Picnic on the beach #augustmacke #fineart https://t.co/AREzVs3mGp,https://pbs.twimg.com/media/DKlEH_JW4AAkQOf.jpg
129,augustmacke,913995926523564032,3,5,Zoological Garden I #orphism #augustmacke https://t.co/zkgEXJHCl7,https://pbs.twimg.com/media/DK8qc1UWsAAZ7Sn.jpg
130,augustmacke,913912233234755584,3,0,RT @mackeaugust: Walking in the Park #macke #augustmacke https://t.co/JfuWhdioHZ,https://pbs.twimg.com/media/DK68eHMW4AAF9bM.jpg
131,augustmacke,913898072714989574,1,0,RT @mackeaugust: Female nude with corall necklace https://t.co/1cD7NyXc3O #augustmacke #expressionism https://t.co/GheMxtktlb,https://pbs.twimg.com/media/DK6SgesW4AAUupj.jpg
132,augustmacke,913889969499983872,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
133,augustmacke,913888713163370498,6,0,RT @mackeaugust: A Glance Down an Alley #fineart #augustmacke https://t.co/JE8SqteP17,https://pbs.twimg.com/media/DK09NOjXUAEsEL1.jpg
134,augustmacke,913887863938437120,5,0,RT @mackeaugust: Farewell #augustmacke #macke https://t.co/rYB4v9MUEc,https://pbs.twimg.com/media/DKvX6TuW4AALXcT.jpg
135,augustmacke,913887735722758144,3,0,RT @mackeaugust: Walking in the Park #macke #augustmacke https://t.co/JfuWhdioHZ,https://pbs.twimg.com/media/DK68eHMW4AAF9bM.jpg
136,augustmacke,913875952454774784,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
137,augustmacke,913875002545594368,3,4,Walking in the Park #macke #augustmacke https://t.co/JfuWhdioHZ,https://pbs.twimg.com/media/DK68eHMW4AAF9bM.jpg
138,augustmacke,913871058876366850,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
139,augustmacke,913866167613259776,6,0,RT @mackeaugust: A Glance Down an Alley #fineart #augustmacke https://t.co/JE8SqteP17,https://pbs.twimg.com/media/DK09NOjXUAEsEL1.jpg
140,augustmacke,913865919788707843,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
141,augustmacke,913860534201667585,12,0,RT @mackeaugust: Fashion Store #augustmacke #macke https://t.co/IBEKeb7Xsh,https://pbs.twimg.com/media/DK3risWX0AAyXzT.jpg
142,augustmacke,913828864136237056,1,2,Female nude with corall necklace https://t.co/1cD7NyXc3O #augustmacke #expressionism https://t.co/GheMxtktlb,https://pbs.twimg.com/media/DK6SgesW4AAUupj.jpg
